Time [s],Altitude [km],Lat [deg],Lon [deg],Velocity [km/s],Downrange [km],Mass [kg],Temp [K],Datetime,d_m [kg],ObjectID,ObjectName,Part,Material,ReferenceArea [m^2],scenario,reentry_vehicle
239.096,25.359,0.987,2.686,0.087,318.748,50.0,322.697,2023-07-09 21:03:59.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
240.096,25.272,0.987,2.686,0.086,318.752,50.0,322.168,2023-07-09 21:04:00.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
241.096,25.186,0.987,2.686,0.086,318.755,50.0,321.644,2023-07-09 21:04:01.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
242.096,25.101,0.987,2.685,0.085,318.759,50.0,321.123,2023-07-09 21:04:02.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
243.096,25.016,0.987,2.685,0.084,318.762,50.0,320.606,2023-07-09 21:04:03.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
244.096,24.932,0.987,2.685,0.084,318.765,50.0,320.093,2023-07-09 21:04:04.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
245.096,24.848,0.987,2.685,0.083,318.769,50.0,319.584,2023-07-09 21:04:05.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
246.096,24.765,0.987,2.685,0.083,318.772,50.0,319.079,2023-07-09 21:04:06.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
247.096,24.683,0.987,2.685,0.082,318.775,50.0,318.578,2023-07-09 21:04:07.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
248.096,24.601,0.987,2.685,0.082,318.779,50.0,318.08,2023-07-09 21:04:08.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
249.096,24.52,0.987,2.685,0.081,318.782,50.0,317.586,2023-07-09 21:04:09.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
250.096,24.439,0.987,2.685,0.081,318.786,50.0,317.096,2023-07-09 21:04:10.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
251.096,24.359,0.987,2.685,0.08,318.789,50.0,316.609,2023-07-09 21:04:11.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
252.096,24.279,0.987,2.685,0.079,318.793,50.0,316.126,2023-07-09 21:04:12.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
253.096,24.2,0.987,2.685,0.079,318.796,50.0,315.646,2023-07-09 21:04:13.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
254.096,24.122,0.987,2.685,0.078,318.799,50.0,315.17,2023-07-09 21:04:14.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
255.096,24.044,0.987,2.685,0.078,318.803,50.0,314.698,2023-07-09 21:04:15.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
256.096,23.966,0.987,2.685,0.077,318.806,50.0,314.228,2023-07-09 21:04:16.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
257.096,23.889,0.987,2.685,0.077,318.81,50.0,313.762,2023-07-09 21:04:17.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
258.096,23.812,0.987,2.685,0.076,318.813,50.0,313.3,2023-07-09 21:04:18.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
259.096,23.736,0.987,2.685,0.076,318.817,50.0,312.84,2023-07-09 21:04:19.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
260.096,23.661,0.987,2.685,0.075,318.82,50.0,312.384,2023-07-09 21:04:20.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
261.096,23.585,0.987,2.685,0.075,318.824,50.0,311.931,2023-07-09 21:04:21.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
262.096,23.511,0.987,2.685,0.075,318.828,50.0,311.481,2023-07-09 21:04:22.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
263.096,23.436,0.987,2.685,0.074,318.831,50.0,311.035,2023-07-09 21:04:23.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
264.096,23.363,0.987,2.685,0.074,318.835,50.0,310.591,2023-07-09 21:04:24.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
265.096,23.289,0.987,2.685,0.073,318.838,50.0,310.151,2023-07-09 21:04:25.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
266.096,23.216,0.987,2.685,0.073,318.842,50.0,309.713,2023-07-09 21:04:26.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
267.096,23.144,0.987,2.685,0.072,318.846,50.0,309.279,2023-07-09 21:04:27.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
268.096,23.072,0.987,2.685,0.072,318.85,50.0,308.847,2023-07-09 21:04:28.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
269.096,23.0,0.987,2.685,0.072,318.853,50.0,308.419,2023-07-09 21:04:29.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
270.096,22.929,0.987,2.685,0.071,318.857,50.0,307.993,2023-07-09 21:04:30.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
271.096,22.858,0.987,2.685,0.071,318.861,50.0,307.57,2023-07-09 21:04:31.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
272.096,22.788,0.987,2.685,0.07,318.865,50.0,307.15,2023-07-09 21:04:32.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
273.096,22.718,0.987,2.685,0.07,318.868,50.0,306.733,2023-07-09 21:04:33.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
274.096,22.648,0.987,2.684,0.069,318.872,50.0,306.319,2023-07-09 21:04:34.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
275.096,22.579,0.987,2.684,0.069,318.876,50.0,305.907,2023-07-09 21:04:35.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
276.096,22.51,0.987,2.684,0.069,318.88,50.0,305.498,2023-07-09 21:04:36.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
277.096,22.442,0.987,2.684,0.068,318.884,50.0,305.092,2023-07-09 21:04:37.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
278.096,22.374,0.987,2.684,0.068,318.888,50.0,304.689,2023-07-09 21:04:38.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
279.096,22.306,0.987,2.684,0.068,318.892,50.0,304.288,2023-07-09 21:04:39.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
280.096,22.239,0.987,2.684,0.067,318.896,50.0,303.89,2023-07-09 21:04:40.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
281.096,22.172,0.987,2.684,0.067,318.9,50.0,303.494,2023-07-09 21:04:41.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
282.096,22.106,0.987,2.684,0.066,318.904,50.0,303.101,2023-07-09 21:04:42.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
283.096,22.04,0.987,2.684,0.066,318.908,50.0,302.71,2023-07-09 21:04:43.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
284.096,21.974,0.987,2.684,0.066,318.912,50.0,302.322,2023-07-09 21:04:44.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
285.096,21.908,0.987,2.684,0.065,318.916,50.0,301.936,2023-07-09 21:04:45.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
286.096,21.843,0.987,2.684,0.065,318.921,50.0,301.553,2023-07-09 21:04:46.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
287.096,21.779,0.987,2.684,0.065,318.925,50.0,301.172,2023-07-09 21:04:47.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
288.096,21.714,0.987,2.684,0.064,318.929,50.0,300.794,2023-07-09 21:04:48.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
289.096,21.65,0.987,2.684,0.064,318.933,50.0,300.418,2023-07-09 21:04:49.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
290.096,21.586,0.987,2.684,0.064,318.938,50.0,300.044,2023-07-09 21:04:50.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
291.096,21.523,0.987,2.684,0.063,318.942,50.0,299.673,2023-07-09 21:04:51.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
292.096,21.46,0.987,2.684,0.063,318.947,50.0,299.304,2023-07-09 21:04:52.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
293.096,21.397,0.987,2.684,0.063,318.951,50.0,298.937,2023-07-09 21:04:53.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
294.096,21.335,0.987,2.684,0.062,318.956,50.0,298.573,2023-07-09 21:04:54.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
295.096,21.273,0.987,2.684,0.062,318.96,50.0,298.211,2023-07-09 21:04:55.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
296.096,21.211,0.987,2.684,0.062,318.965,50.0,297.851,2023-07-09 21:04:56.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
297.096,21.149,0.987,2.684,0.061,318.97,50.0,297.493,2023-07-09 21:04:57.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
298.096,21.088,0.987,2.684,0.061,318.974,50.0,297.137,2023-07-09 21:04:58.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
299.096,21.027,0.987,2.684,0.061,318.979,50.0,296.784,2023-07-09 21:04:59.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
300.096,20.967,0.987,2.683,0.061,318.984,50.0,296.432,2023-07-09 21:05:00.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
301.096,20.907,0.987,2.683,0.06,318.989,50.0,296.083,2023-07-09 21:05:01.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
302.096,20.847,0.987,2.683,0.06,318.994,50.0,295.736,2023-07-09 21:05:02.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
303.096,20.787,0.987,2.683,0.06,318.998,50.0,295.391,2023-07-09 21:05:03.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
304.096,20.728,0.987,2.683,0.059,319.003,50.0,295.048,2023-07-09 21:05:04.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
305.096,20.669,0.987,2.683,0.059,319.009,50.0,294.707,2023-07-09 21:05:05.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
306.096,20.61,0.987,2.683,0.059,319.014,50.0,294.368,2023-07-09 21:05:06.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
307.096,20.551,0.987,2.683,0.059,319.019,50.0,294.031,2023-07-09 21:05:07.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
308.096,20.493,0.987,2.683,0.058,319.024,50.0,293.696,2023-07-09 21:05:08.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
309.096,20.435,0.987,2.683,0.058,319.029,50.0,293.363,2023-07-09 21:05:09.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
310.096,20.377,0.987,2.683,0.058,319.035,50.0,293.032,2023-07-09 21:05:10.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
311.096,20.32,0.987,2.683,0.058,319.04,50.0,292.702,2023-07-09 21:05:11.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
312.096,20.263,0.987,2.683,0.057,319.045,50.0,292.375,2023-07-09 21:05:12.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
313.096,20.206,0.987,2.683,0.057,319.051,50.0,292.05,2023-07-09 21:05:13.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
314.096,20.149,0.987,2.683,0.057,319.056,50.0,291.727,2023-07-09 21:05:14.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
315.096,20.093,0.987,2.683,0.057,319.062,50.0,291.405,2023-07-09 21:05:15.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
316.096,20.037,0.987,2.683,0.056,319.068,50.0,291.086,2023-07-09 21:05:16.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
317.096,19.981,0.987,2.683,0.056,319.073,50.0,290.768,2023-07-09 21:05:17.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
318.096,19.926,0.987,2.683,0.056,319.079,50.0,290.453,2023-07-09 21:05:18.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
319.096,19.87,0.987,2.683,0.056,319.085,50.0,290.139,2023-07-09 21:05:19.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
320.096,19.815,0.987,2.683,0.055,319.091,50.0,289.828,2023-07-09 21:05:20.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
321.096,19.76,0.987,2.682,0.055,319.097,50.0,289.518,2023-07-09 21:05:21.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
322.096,19.706,0.987,2.682,0.055,319.103,50.0,289.21,2023-07-09 21:05:22.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
323.096,19.651,0.987,2.682,0.055,319.109,50.0,288.904,2023-07-09 21:05:23.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
324.096,19.597,0.987,2.682,0.054,319.115,50.0,288.6,2023-07-09 21:05:24.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
325.096,19.543,0.987,2.682,0.054,319.121,50.0,288.298,2023-07-09 21:05:25.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
326.096,19.489,0.987,2.682,0.054,319.128,50.0,287.998,2023-07-09 21:05:26.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
327.096,19.436,0.987,2.682,0.054,319.134,50.0,287.7,2023-07-09 21:05:27.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
328.096,19.383,0.987,2.682,0.054,319.14,50.0,287.403,2023-07-09 21:05:28.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
329.096,19.33,0.987,2.682,0.053,319.147,50.0,287.108,2023-07-09 21:05:29.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
330.096,19.277,0.987,2.682,0.053,319.153,50.0,286.815,2023-07-09 21:05:30.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
331.096,19.224,0.987,2.682,0.053,319.16,50.0,286.524,2023-07-09 21:05:31.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
332.096,19.172,0.987,2.682,0.053,319.167,50.0,286.234,2023-07-09 21:05:32.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
333.096,19.12,0.987,2.682,0.052,319.174,50.0,285.947,2023-07-09 21:05:33.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
334.096,19.068,0.987,2.682,0.052,319.18,50.0,285.661,2023-07-09 21:05:34.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
335.096,19.016,0.987,2.682,0.052,319.187,50.0,285.376,2023-07-09 21:05:35.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
336.096,18.965,0.987,2.682,0.052,319.194,50.0,285.094,2023-07-09 21:05:36.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
337.096,18.913,0.987,2.682,0.052,319.201,50.0,284.813,2023-07-09 21:05:37.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
338.096,18.862,0.987,2.681,0.051,319.208,50.0,284.533,2023-07-09 21:05:38.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
339.096,18.812,0.987,2.681,0.051,319.216,50.0,284.256,2023-07-09 21:05:39.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
340.096,18.761,0.987,2.681,0.051,319.223,50.0,283.98,2023-07-09 21:05:40.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
341.096,18.71,0.987,2.681,0.051,319.23,50.0,283.705,2023-07-09 21:05:41.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
342.096,18.66,0.987,2.681,0.051,319.238,50.0,283.432,2023-07-09 21:05:42.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
343.096,18.61,0.987,2.681,0.051,319.245,50.0,283.161,2023-07-09 21:05:43.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
344.096,18.56,0.987,2.681,0.05,319.253,50.0,282.891,2023-07-09 21:05:44.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
345.096,18.51,0.987,2.681,0.05,319.26,50.0,282.623,2023-07-09 21:05:45.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
346.096,18.461,0.987,2.681,0.05,319.268,50.0,282.357,2023-07-09 21:05:46.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
347.096,18.412,0.987,2.681,0.05,319.276,50.0,282.092,2023-07-09 21:05:47.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
348.096,18.363,0.987,2.681,0.05,319.284,50.0,281.828,2023-07-09 21:05:48.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
